,hor_cell_id,hor_cell_name,hor_id,hor_name,hor_ensembl,hor_uniprot,hor_gene_name,rec_id,rec_name,rec_ensembl,rec_uniprot,rec_gene_name,rec_cell_id,rec_cell_name
2547,ENC00025,paraventricular nucleus of hypothalamus,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00125,skin
2548,ENC00179,D cell,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00125,skin
2549,ENC00180,alpha cell of islet of Langerhans,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00125,skin
2550,ENC00210,hair follicle,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00125,skin
2551,ENC00025,paraventricular nucleus of hypothalamus,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00132,stomach
2552,ENC00179,D cell,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00132,stomach
2553,ENC00180,alpha cell of islet of Langerhans,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00132,stomach
2554,ENC00210,hair follicle,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00132,stomach
2555,ENC00025,paraventricular nucleus of hypothalamus,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00132,stomach
2556,ENC00179,D cell,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00132,stomach
2557,ENC00180,alpha cell of islet of Langerhans,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00132,stomach
2558,ENC00210,hair follicle,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00132,stomach
2559,ENC00025,paraventricular nucleus of hypothalamus,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00134,substantia nigra
2560,ENC00179,D cell,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00134,substantia nigra
2561,ENC00180,alpha cell of islet of Langerhans,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00134,substantia nigra
2562,ENC00210,hair follicle,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00134,substantia nigra
2563,ENC00025,paraventricular nucleus of hypothalamus,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00140,testis
2564,ENC00179,D cell,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00140,testis
2565,ENC00180,alpha cell of islet of Langerhans,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00140,testis
2566,ENC00210,hair follicle,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00140,testis
2567,ENC00025,paraventricular nucleus of hypothalamus,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00413,thalamus
2568,ENC00179,D cell,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00413,thalamus
2569,ENC00180,alpha cell of islet of Langerhans,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00413,thalamus
2570,ENC00210,hair follicle,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00941,CRF-R1,ENST00000457569,P34998,CRHR1,ENC00413,thalamus
2571,ENC00025,paraventricular nucleus of hypothalamus,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00582,ventromedial nucleus of hypothalamus
2572,ENC00179,D cell,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00582,ventromedial nucleus of hypothalamus
2573,ENC00180,alpha cell of islet of Langerhans,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00582,ventromedial nucleus of hypothalamus
2574,ENC00210,hair follicle,ENH00064,CRH,ENST00000276571,P06850,CRH,ENR00965,CRF-R2,ENST00000452278,Q13324,CRHR2,ENC00582,ventromedial nucleus of hypothalamus
2575,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2576,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2577,ENC00035,duodenum,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2578,ENC00063,kidney,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2579,ENC00093,osteoblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2580,ENC00128,smooth muscle,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2581,ENC00184,colon,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2582,ENC00207,blood vessel,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2583,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2584,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2585,ENC00244,epithelial cell,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2586,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2587,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2588,ENC00452,stromal fibroblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2589,ENC00490,submandibular gland,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2590,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2591,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2592,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2593,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2594,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2595,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2596,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2597,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00365,digestive system
2598,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2599,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2600,ENC00035,duodenum,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2601,ENC00063,kidney,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2602,ENC00093,osteoblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2603,ENC00128,smooth muscle,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2604,ENC00184,colon,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2605,ENC00207,blood vessel,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2606,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2607,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2608,ENC00244,epithelial cell,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2609,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2610,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2611,ENC00452,stromal fibroblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2612,ENC00490,submandibular gland,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2613,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2614,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2615,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2616,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2617,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2618,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2619,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2620,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00244,epithelial cell
2621,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2622,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2623,ENC00035,duodenum,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2624,ENC00063,kidney,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2625,ENC00093,osteoblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2626,ENC00128,smooth muscle,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2627,ENC00184,colon,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2628,ENC00207,blood vessel,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2629,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2630,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2631,ENC00244,epithelial cell,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2632,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2633,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2634,ENC00452,stromal fibroblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2635,ENC00490,submandibular gland,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2636,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2637,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2638,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2639,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2640,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2641,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2642,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2643,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00450,epithelial cell with microvilli
2644,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2645,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2646,ENC00035,duodenum,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2647,ENC00063,kidney,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2648,ENC00093,osteoblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2649,ENC00128,smooth muscle,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2650,ENC00184,colon,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2651,ENC00207,blood vessel,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2652,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2653,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2654,ENC00244,epithelial cell,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2655,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2656,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2657,ENC00452,stromal fibroblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2658,ENC00490,submandibular gland,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2659,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2660,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2661,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2662,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2663,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2664,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2665,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2666,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00201,G cell
2667,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2668,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2669,ENC00035,duodenum,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2670,ENC00063,kidney,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2671,ENC00093,osteoblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2672,ENC00128,smooth muscle,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2673,ENC00184,colon,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2674,ENC00207,blood vessel,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2675,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2676,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2677,ENC00244,epithelial cell,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2678,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2679,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2680,ENC00452,stromal fibroblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2681,ENC00490,submandibular gland,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2682,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2683,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2684,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2685,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2686,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2687,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2688,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2689,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00249,hepatocyte
2690,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2691,ENC00491,duodenal glands,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2692,ENC00035,duodenum,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2693,ENC00063,kidney,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2694,ENC00093,osteoblast,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2695,ENC00128,smooth muscle,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2696,ENC00184,colon,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2697,ENC00207,blood vessel,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2698,ENC00222,keratinocyte,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2699,ENC00231,continuous vascular endothelial cell of blood vessels and lymphatics,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2700,ENC00244,epithelial cell,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2701,ENC00263,aorta,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
2702,ENC00451,epithelial cell of oviduct,ENH00067,EGF,ENST00000265171,P01133,EGF,ENR00930,EGFR isoform a,ENST00000455089,P00533,EGFR,ENC00424,lipocyte of liver
